ind	co1	co2
42784	6.715829949629266	6.715829949629266
8161	7.865185302548952	7.865185302548952
12398	7.92877888988338	7.92877888988338
42047	6.774076202788688	6.774076202788688
43565	6.68692902261301	6.68692902261301
32738	7.235753115417598	7.235753115417598
43503	8.095111257216285	8.095111257216285
17147	7.067235081605645	7.067235081605645
11950	6.874413021885398	6.874413021885398
25801	7.708189044514358	7.708189044514358
9213	7.751769533059699	7.751769533059699
1367	7.623749902377665	7.623749902377665
12019	8.099996282144975	8.099996282144975
34824	7.842176877218108	7.842176877218108
1640	7.472690242564669	7.472690242564669
10621	7.154608822302663	7.154608822302663
43290	8.173898082709684	8.173898082709684
24719	7.250881039727436	7.250881039727436
40120	7.059410962463769	7.059410962463769
20319	6.8659296656726445	6.8659296656726445
16210	7.909200862113799	7.909200862113799
44272	6.671389766948353	6.671389766948353
37698	7.340162628933244	7.340162628933244
10482	6.7611946921361685	6.7611946921361685
6930	7.248025202823422	7.248025202823422
16816	7.748168738925912	7.748168738925912
42241	7.37860086214231	7.37860086214231
13669	7.331168230264338	7.331168230264338
42450	8.352204147236566	8.352204147236566
31033	6.903967480495709	6.903967480495709
8887	6.9901699547376355	6.9901699547376355
4578	7.740500719546374	7.740500719546374
26443	7.590502380298446	7.590502380298446
4025	7.9149369845848865	7.9149369845848865
3402	6.917440170515474	6.917440170515474
5788	8.39094325180209	8.39094325180209
7020	8.37258733677611	8.37258733677611
35324	8.294208941739337	8.294208941739337
17760	7.753094819489285	7.753094819489285
31990	7.078474705301821	7.078474705301821
37825	6.731304562120793	6.731304562120793
41228	7.957408118077968	7.957408118077968
21148	8.002654403838278	8.002654403838278
31419	7.109248419676058	7.109248419676058
41517	7.793442808041422	7.793442808041422
9048	7.574865757997291	7.574865757997291
3608	8.345364872133336	8.345364872133336
33452	8.276742638951475	8.276742638951475
36763	6.851743455495842	6.851743455495842
1478	7.86640066276944	7.86640066276944
31027	7.765236650389192	7.765236650389192
20360	8.196995466063257	8.196995466063257
556	8.6724668974673	8.6724668974673
45010	7.9132361974136955	7.9132361974136955
39491	8.00523923803039	8.00523923803039
20948	7.201048225235178	7.201048225235178
9397	7.744221367641056	7.744221367641056
35596	7.852237008101538	7.852237008101538
27745	7.516327425633478	7.516327425633478
4218	7.499602696827832	7.499602696827832
34412	8.035707916628873	8.035707916628873
20597	7.813888218527131	7.813888218527131
32045	7.75219261684413	7.75219261684413
32783	7.709782567609393	7.709782567609393
39881	6.957123533476868	6.957123533476868
26165	7.915762225852036	7.915762225852036
17661	7.464133582800803	7.464133582800803
2159	7.218247565762515	7.218247565762515
7542	6.683839710235895	6.683839710235895
23620	7.539251943933249	7.539251943933249
15622	7.335939433327584	7.335939433327584
43350	7.311930689460094	7.311930689460094
16711	7.4508579639492245	7.4508579639492245
43356	7.979333121688619	7.979333121688619
