ind	co1	co2
22182	1.753007746910961	1.753007746910961
44312	2.853157061670231	2.853157061670231
36328	2.9209453713972495	2.9209453713972495
33946	1.8028657772634686	1.8028657772634686
38639	1.7285105937087843	1.7285105937087843
4639	2.220725936849782	2.220725936849782
29565	3.1015421253346305	3.1015421253346305
23163	2.0635829977632754	2.0635829977632754
7807	1.8902713111877187	1.8902713111877187
7572	2.6888209094169033	2.6888209094169033
1629	2.734006217505249	2.734006217505249
34120	2.602225311077603	2.602225311077603
45324	3.106917604340244	3.106917604340244
8016	2.828803804612282	2.828803804612282
20176	2.4504696843571074	2.4504696843571074
15384	2.144403438762786	2.144403438762786
34833	3.18873345042965	3.18873345042965
19888	2.235088855559014	2.235088855559014
29663	2.056414931851909	2.056414931851909
22812	1.8828072351222485	1.8828072351222485
20242	2.900001348692811	2.900001348692811
16659	1.7154055841758533	1.7154055841758533
6370	2.3207081707134294	2.3207081707134294
584	1.791783422287641	1.791783422287641
7822	2.232374221571277	2.232374221571277
39766	2.730260182209184	2.730260182209184
20389	2.3580168466647464	2.3580168466647464
29418	2.312016851205843	2.312016851205843
38264	3.3899236873826486	3.3899236873826486
2627	1.9163812081640625	1.9163812081640625
1423	1.993478066375764	1.993478066375764
2165	2.7222904491586664	2.7222904491586664
839	2.568475264772209	2.568475264772209
33622	2.90613082739823	2.90613082739823
5276	1.9283384570492945	1.9283384570492945
5419	3.4343372271258996	3.4343372271258996
29813	3.413261486508482	3.413261486508482
35963	3.3239005866335405	3.3239005866335405
30411	2.7353855331864163	2.7353855331864163
17299	2.073900134684216	2.073900134684216
20355	1.7661903867864783	1.7661903867864783
26395	2.951691269864052	2.951691269864052
29597	3.0005705904989073	3.0005705904989073
11187	2.1022683567708	2.1022683567708
22341	2.7775257259322728	2.7775257259322728
42137	2.552670269981593	2.552670269981593
28654	3.3821085251893988	3.3821085251893988
23841	3.3041266516292302	3.3041266516292302
43344	1.8703559967734154	1.8703559967734154
9818	2.8544460174781556	2.8544460174781556
36307	2.7480366982641873	2.7480366982641873
41188	3.21449395474155	3.21449395474155
11559	3.764523810575515	3.764523810575515
9257	2.904312814705007	2.904312814705007
9334	3.003373594433924	3.003373594433924
30345	2.187934868787399	2.187934868787399
33909	2.726156204576969	2.726156204576969
3773	2.839440621210126	2.839440621210126
32961	2.493888925619069	2.493888925619069
18474	2.477207349135458	2.477207349135458
21785	3.0365002649389523	3.0365002649389523
6146	2.798987981957622	2.798987981957622
3484	2.7344465160821794	2.7344465160821794
27441	2.6904672294437244	2.6904672294437244
30130	1.963757056356767	1.963757056356767
36776	2.9070131280682485	2.9070131280682485
43536	2.4419958656418577	2.4419958656418577
27339	2.2041580642603376	2.2041580642603376
19755	1.7259015217967069	1.7259015217967069
13561	2.5168356751255296	2.5168356751255296
38844	2.3166254484732396	2.3166254484732396
44568	2.293476995318002	2.293476995318002
33071	2.4288748519862007	2.4288748519862007
40682	2.975332773982978	2.975332773982978
15450	2.672721499959145	2.672721499959145
36493	2.3449822765271673	2.3449822765271673
2885	2.665671125631279	2.665671125631279
31758	2.6669746655612876	2.6669746655612876
36397	2.113349144371043	2.113349144371043
35965	2.807680381871216	2.807680381871216
18776	1.632317712748728	1.632317712748728
1991	2.616531884778203	2.616531884778203
25848	3.0174452299058845	3.0174452299058845
5208	2.722534868176945	2.722534868176945
27554	3.6322217388989486	3.6322217388989486
42178	2.5502748659132424	2.5502748659132424
13553	2.0849419424390847	2.0849419424390847
3098	2.0802545230853005	2.0802545230853005
32049	2.0726625931288694	2.0726625931288694
5178	2.480439664284538	2.480439664284538
3696	2.224252317956133	2.224252317956133
26932	2.089324782540802	2.089324782540802
25545	1.5320423899026094	1.5320423899026094
41329	3.680467854420622	3.680467854420622
41164	2.512716881708886	2.512716881708886
16467	2.970199213759184	2.970199213759184
7358	2.405407137413847	2.405407137413847
34336	1.7471260856406188	1.7471260856406188
13667	1.9081199906964814	1.9081199906964814
23260	3.198106953557379	3.198106953557379
40055	1.3448552547496169	1.3448552547496169
21333	2.851980116234499	2.851980116234499
13241	2.1593496262544503	2.1593496262544503
4330	2.8478485943872007	2.8478485943872007
34571	3.69262599187911	3.69262599187911
45310	2.54658254851335	2.54658254851335
32180	3.12049867372324	3.12049867372324
24328	2.5773054628983862	2.5773054628983862
30623	3.535587848414724	3.535587848414724
17667	1.8544406908364197	1.8544406908364197
18744	2.230840542120352	2.230840542120352
44597	3.0972366672405465	3.0972366672405465
43515	2.4669057869699054	2.4669057869699054
12640	1.820699123796178	1.820699123796178
13821	1.871152892235876	1.871152892235876
24921	2.8850310116343363	2.8850310116343363
5353	2.233338432317607	2.233338432317607
6356	2.0322679866167985	2.0322679866167985
1813	2.430169210908734	2.430169210908734
22807	1.9662997958799875	1.9662997958799875
34197	2.1344937447115604	2.1344937447115604
45243	2.3164296186520965	2.3164296186520965
41990	2.536731639778126	2.536731639778126
17724	2.4519514787674064	2.4519514787674064
