ind	co1	co2
22182	6.715829949629266	6.715829949629266
44312	7.865185302548952	7.865185302548952
36328	7.92877888988338	7.92877888988338
33946	6.774076202788688	6.774076202788688
38639	6.68692902261301	6.68692902261301
4639	7.235753115417598	7.235753115417598
29565	8.095111257216285	8.095111257216285
23163	7.067235081605645	7.067235081605645
7807	6.874413021885398	6.874413021885398
7572	7.708189044514358	7.708189044514358
1629	7.751769533059699	7.751769533059699
34120	7.623749902377665	7.623749902377665
45324	8.099996282144975	8.099996282144975
8016	7.842176877218108	7.842176877218108
20176	7.472690242564669	7.472690242564669
15384	7.154608822302663	7.154608822302663
34833	8.173898082709684	8.173898082709684
19888	7.250881039727436	7.250881039727436
29663	7.059410962463769	7.059410962463769
22812	6.8659296656726445	6.8659296656726445
20242	7.909200862113799	7.909200862113799
16659	6.671389766948353	6.671389766948353
6370	7.340162628933244	7.340162628933244
584	6.7611946921361685	6.7611946921361685
7822	7.248025202823422	7.248025202823422
39766	7.748168738925912	7.748168738925912
20389	7.37860086214231	7.37860086214231
29418	7.331168230264338	7.331168230264338
38264	8.352204147236566	8.352204147236566
2627	6.903967480495709	6.903967480495709
1423	6.9901699547376355	6.9901699547376355
2165	7.740500719546374	7.740500719546374
839	7.590502380298446	7.590502380298446
33622	7.9149369845848865	7.9149369845848865
5276	6.917440170515474	6.917440170515474
5419	8.39094325180209	8.39094325180209
29813	8.37258733677611	8.37258733677611
35963	8.294208941739337	8.294208941739337
30411	7.753094819489285	7.753094819489285
17299	7.078474705301821	7.078474705301821
20355	6.731304562120793	6.731304562120793
26395	7.957408118077968	7.957408118077968
29597	8.002654403838278	8.002654403838278
11187	7.109248419676058	7.109248419676058
22341	7.793442808041422	7.793442808041422
42137	7.574865757997291	7.574865757997291
28654	8.345364872133336	8.345364872133336
23841	8.276742638951475	8.276742638951475
43344	6.851743455495842	6.851743455495842
9818	7.86640066276944	7.86640066276944
36307	7.765236650389192	7.765236650389192
41188	8.196995466063257	8.196995466063257
11559	8.6724668974673	8.6724668974673
9257	7.9132361974136955	7.9132361974136955
9334	8.00523923803039	8.00523923803039
30345	7.201048225235178	7.201048225235178
33909	7.744221367641056	7.744221367641056
3773	7.852237008101538	7.852237008101538
32961	7.516327425633478	7.516327425633478
18474	7.499602696827832	7.499602696827832
21785	8.035707916628873	8.035707916628873
6146	7.813888218527131	7.813888218527131
3484	7.75219261684413	7.75219261684413
27441	7.709782567609393	7.709782567609393
30130	6.957123533476868	6.957123533476868
36776	7.915762225852036	7.915762225852036
43536	7.464133582800803	7.464133582800803
27339	7.218247565762515	7.218247565762515
19755	6.683839710235895	6.683839710235895
13561	7.539251943933249	7.539251943933249
