50000038	1705	10	0	3132	0
50003774	3502	324	1	1020	0
50004148	1966	1209	0	1672	0
50005959	3944	61	0	842	0
50009220	3653	8	0	1186	0
50011821	2022	8	0	2817	0
50016697	4055	230	0	562	0
50017736	3294	1	0	1552	0
50022031	2060	947	1	1839	0
50022840	3724	6	0	1117	0
50025907	2434	85	1	2327	0
50030682	1629	131	1	3086	0
50031813	3094	62	0	1691	0
50032071	2731	642	0	1474	0
50032935	4117	12	0	718	0
50040636	2119	5	0	2723	0
50043517	2654	93	1	2099	0
50044058	2694	360	2	1791	0
50048203	3087	1	0	1759	0
50048977	1794	456	1	2596	0
50055938	2545	295	0	2007	0
50056279	1939	321	0	2587	0
50056565	1825	3	0	3019	0
50057389	1648	950	0	2249	0
50058118	1953	4	0	2890	0
50059808	2523	266	0	2058	0
50061043	2566	596	1	1684	0
50061730	2516	4	0	2327	0
50064289	3783	199	0	865	0
50068417	2185	2	0	2660	0
50079534	2100	292	0	2455	0
50080526	2752	337	1	1757	0
50083885	2576	187	1	2083	0
50085965	3017	305	1	1524	0
50089511	3441	126	0	1280	0
50089906	1898	1	0	2948	0
50092753	2570	509	1	1767	0
50092761	2725	180	1	1941	0
50108782	4217	36	1	593	0
50117534	3236	815	1	795	0
50122704	2076	2	0	2769	0
50125840	4061	371	1	414	0
50126469	1656	296	0	2895	0
50126480	1505	610	0	2732	0
50127258	3815	98	1	933	0
50127552	3370	29	0	1448	0
50131767	3982	161	0	704	0
50134545	3698	80	0	1069	0
50142117	2589	866	0	1392	0
50148972	3501	243	1	1102	0
50149510	2682	479	2	1684	0
50155935	2284	429	1	2133	0
50158399	3749	23	1	1074	0
50162758	2333	584	1	1929	0
50163153	3696	266	2	883	0
50164218	3009	411	1	1426	0
50166806	2581	479	2	1785	0
50170237	3145	274	2	1426	0
50171658	2174	609	1	2063	0
50176965	2320	1017	2	1508	0
50179975	3560	186	0	1101	0
50181457	2289	0	0	2558	0
50183506	3254	615	3	975	0
50184372	2950	725	2	1170	0
50184394	3677	115	0	1055	0
50184999	1577	45	1	3224	0
50188135	4208	126	0	513	0
50188932	3418	2	0	1427	0
50190353	2200	930	1	1716	0
50195048	4088	292	1	466	0
50197075	3670	465	2	710	0
50200698	3425	2	0	1420	0
50201110	1798	2668	1	380	0
50201383	2658	838	1	1350	0
50201507	2399	212	1	2235	0
50202608	3185	198	0	1464	0
50202953	3829	485	1	532	0
50209558	3992	376	1	478	0
50212116	2154	319	2	2372	0
50213031	2492	1050	4	1301	0
50215900	4201	345	1	300	0
50215987	4180	313	1	353	0
50217474	1763	1218	3	1863	0
50217659	2922	923	3	999	0
50217995	3005	1580	0	262	0
50220244	3063	847	3	934	0
50220904	3312	708	1	826	0
50220996	3239	806	3	799	0
50221175	1996	1036	1	1814	0
50221650	3678	1	0	1168	0
50224256	2448	144	0	2255	0
50224566	3627	578	1	641	0
50224701	3401	681	4	761	0
50225226	2048	1266	4	1529	0
50226140	3029	796	4	1018	0
50227864	1936	1541	4	1366	0
50228230	2997	2	0	1848	0
50228459	3749	969	0	129	0
50230159	3047	1574	0	226	0
50230281	3289	6	0	1552	0
50230334	2717	166	0	1964	0
50233541	1854	1431	3	1559	0
50233606	1870	2623	1	353	0
50234000	1666	1371	3	1807	0
50234023	1507	1438	1	1901	0
50234031	1535	36	0	3276	0
50237179	2511	1069	3	1264	0
50237329	4155	362	1	329	0
50238115	2151	1372	1	1323	0
50238480	3838	465	1	543	0
50238617	3753	499	1	594	0
50243386	2432	387	1	2027	0
50243402	2118	1266	2	1461	0
50245511	3534	5	0	1308	0
50247149	3976	486	1	384	0
50248461	3530	1144	0	173	0
50248519	2596	1582	0	669	0
50248913	4029	571	0	247	0
50250335	3311	1083	0	453	0
50250758	2478	300	1	2068	0
50251100	3885	571	2	389	0
50252452	2161	2047	0	639	0
50255102	2898	5	0	1944	0
50255693	3251	8	0	1588	0
50256118	2537	0	0	2310	0
50256512	1991	2515	0	341	0
50257479	2370	2024	1	452	0
50259939	2115	1948	0	784	0
50262230	3888	664	0	295	0
50266845	3130	604	1	1112	0
50267913	3495	127	0	1225	0
50268228	4173	536	0	138	0
50268555	2046	1206	2	1593	0
50268616	2091	592	2	2162	0
50269030	3474	6	0	1367	0
50270417	2383	2111	0	353	0
50270925	1965	1785	3	1094	0
50271210	2393	1578	1	875	0
50271600	2046	1783	1	1017	0
50273897	1926	1903	3	1015	0
50274774	2408	1541	1	897	0
50275078	3486	848	1	512	0
50277473	3472	1	0	1374	0
50280338	3448	860	1	538	0
50283485	3527	896	1	423	0
50290965	3062	1168	3	614	0
50293078	2786	10	0	2051	0
50294280	1715	2	0	3130	0
50295626	3059	2	0	1786	0
50296293	3683	115	0	1049	0
50296401	1910	1870	1	1066	0
50298963	3519	842	1	485	0
50300203	2669	1	0	2177	0
50300485	3627	26	0	1194	0
50302978	2034	1382	1	1430	0
50304010	2826	1165	1	855	0
50307245	3124	660	0	1063	0
50308985	2785	557	1	1504	0
50312605	3906	248	1	692	0
50315495	3247	613	0	987	0
50316386	1964	815	1	2067	0
50321293	4101	392	3	351	0
50321649	2314	734	1	1798	0
50327134	3883	487	3	474	0
50328799	4110	157	0	580	0
50330759	2110	1537	3	1197	0
50331354	2275	689	1	1882	0
50332310	3747	287	1	812	0
50332400	2958	1104	3	782	0
50336493	4173	178	1	495	0
50339516	2403	686	1	1757	0
50342720	2044	764	1	2038	0
50342832	1918	2348	0	581	0
50344213	2947	3	0	1897	0
50345959	3390	429	1	1027	0
50355025	1754	1065	1	2027	0
50355488	3679	1058	0	110	0
50357734	3134	597	2	1114	0
50358455	3989	2	0	856	0
50361388	3855	336	2	654	0
50364447	2576	77	1	2193	0
50366097	3061	341	1	1444	0
50366158	3273	376	1	1197	0
50369150	2419	504	1	1923	0
50373987	3700	4	0	1143	0
50374275	1623	2282	1	941	0
50374801	2624	8	0	2215	0
50376687	1854	1458	1	1534	0
50377588	3123	330	0	1394	0
50377832	4193	71	0	583	0
50381744	3880	817	0	150	0
50384657	3438	6	0	1403	0
50387142	3748	146	1	952	0
50387896	3183	931	1	732	0
50388317	1962	2366	0	519	0
50390615	3551	661	1	634	0
50391953	2030	40	0	2777	0
50394255	2259	4	0	2584	0
50396135	2214	573	1	2059	0
50402498	3180	2	0	1665	0
50402936	2435	298	0	2114	0
50405738	3207	0	0	1640	0
50406954	2449	1300	3	1095	0
50409803	1851	697	1	2298	0
50422403	2103	42	0	2702	0
50423607	2040	1898	1	908	0
50425636	2830	427	1	1589	0
50425835	3859	147	1	840	0
50426319	3661	54	0	1132	0
50427701	2007	1139	2	1699	0
50428913	2186	2067	0	594	0
50429263	3026	0	0	1821	0
50430305	3657	275	1	914	0
50431752	3938	125	1	783	0
50432463	3700	130	1	1016	0
50434741	3547	376	1	923	0
50435173	1685	7	0	3155	0
50435355	1786	393	2	2666	0
50436177	2466	816	1	1564	0
50437078	4284	488	0	75	0
50437804	3681	354	1	811	0
50438701	4128	408	0	311	0
50439009	4118	146	0	583	0
50439522	2310	111	0	2426	0
50439540	2338	166	1	2342	0
50440176	3239	687	0	921	0
50441527	2907	402	0	1538	0
50442166	3080	189	1	1577	0
50442276	4037	120	1	689	0
50443600	3636	231	0	980	0
50443908	2738	253	0	1856	0
50448539	4022	309	0	516	0
50449138	2152	1406	1	1288	0
50449437	2996	385	0	1466	0
50450460	1965	181	0	2701	0
50450785	3642	115	1	1089	0
50450879	2237	1009	0	1601	0
50450973	2434	79	0	2334	0
50452306	2620	1247	2	978	0
50456072	2551	1	0	2295	0
50458008	3116	229	1	1501	0
50458179	4148	246	0	453	0
50459077	3717	153	1	976	0
50463216	3641	200	1	1005	0
50464483	2335	1185	1	1326	0
50472354	2766	258	2	1821	0
50474388	3194	1	0	1652	0
50482571	3001	744	2	1100	0
50483826	3305	11	0	1531	0
50487105	2748	814	2	1283	0
50489929	2415	238	1	2193	0
50489963	2455	188	2	2202	0
50491963	3166	669	0	1012	0
50503037	2608	967	1	1271	0
50504962	3616	479	1	751	0
50509631	3454	1180	0	213	0
50511143	2226	611	3	2007	0
50514027	2766	423	0	1658	0
50516018	3359	1274	0	214	0
50518334	1960	800	1	2086	0
50522118	2862	1423	1	561	0
50522963	2426	515	0	1906	0
50523622	2001	8	0	2838	0
50524684	3279	1310	0	258	0
50524783	2599	686	4	1558	0
50525067	2520	1299	1	1027	0
50526614	4227	142	0	478	0
