90002085	3062	287	1	1497	0
90003621	1994	563	1	2289	0
90005132	2549	956	1	1341	0
90006544	2982	746	1	1118	0
90006887	2423	455	0	1969	0
90010814	3572	232	1	1042	0
90016074	2211	45	0	2591	0
90016165	3215	229	1	1402	0
90017255	2420	495	0	1932	0
90018283	1757	7	0	3083	0
90018297	1769	507	1	2570	0
90019288	4156	184	0	507	0
90019642	3447	1235	1	164	0
90019921	2312	480	1	2054	0
90022796	3253	720	1	873	0
90024372	2789	7	0	2051	0
90025519	2578	834	1	1434	0
90027582	2456	65	0	2326	0
90030569	3698	40	0	1109	0
90032047	2055	1034	1	1757	0
90040361	1752	1263	1	1831	0
90041899	3026	744	1	1076	0
90045723	3463	24	0	1360	0
90050831	3070	691	1	1085	0
90053449	1619	2077	1	1150	0
90053563	1708	1286	1	1852	0
90053812	3627	27	0	1193	0
90054121	2052	4	0	2791	0
90061014	1811	619	1	2416	0
90063613	1835	645	1	2366	0
90065293	1754	551	1	2541	0
90065471	1884	472	2	2489	0
90066205	2157	16	1	2673	0
90066380	2203	11	1	2632	0
90066415	1972	864	0	2011	0
90066652	3018	15	0	1814	0
90066717	1805	1879	2	1161	0
90066806	1491	1153	0	2203	0
90067353	2761	1060	1	1025	0
90068275	2612	1123	1	1111	0
90069640	2158	1142	0	1547	0
90071319	2717	430	0	1700	0
90073999	2986	48	0	1813	0
90074662	2088	100	0	2659	0
90076645	1771	756	0	2320	0
90077316	3126	315	0	1406	0
90081163	1656	15	0	3176	0
90082224	1807	579	0	2461	0
90082248	1672	20	0	3155	0
90087511	2303	1302	1	1241	0
90093015	3177	1004	1	665	0
90101326	2156	1672	3	1016	0
90102619	2370	1480	1	996	0
90107799	3661	666	3	517	0
90110010	2229	1675	3	940	0
90117833	2007	1872	1	967	0
90117985	3469	0	0	1378	0
90119077	2810	3	0	2034	0
90119304	3879	567	3	398	0
90121032	3559	761	1	526	0
90121751	2086	1770	1	990	0
90125408	1543	6	0	3298	0
90125566	2538	759	3	1547	0
90125890	2103	6	0	2738	0
90132069	2034	972	3	1838	0
90132480	4021	260	3	563	0
90132582	2293	1583	3	968	0
90133293	2945	654	3	1245	0
90134392	3962	268	3	614	0
90135433	2675	777	1	1394	0
90137835	2052	1821	1	973	0
90143228	2164	1754	3	926	0
90145252	2236	82	0	2529	0
90153285	2296	336	0	2215	0
90158719	2222	877	1	1747	0
90160002	1748	4	0	3095	0
90164086	2246	958	2	1641	0
90167923	3090	402	1	1354	0
90173698	2697	594	0	1556	0
90179532	1458	616	0	2773	0
90189938	2461	1587	1	798	0
90191203	1890	837	0	2120	0
90191440	1521	2258	1	1067	0
90191985	1714	1	0	3132	0
90192326	2096	6	0	2745	0
90192516	1856	18	0	2973	0
90193282	1830	60	0	2957	0
90194644	1592	1	0	3254	0
90196552	2236	951	1	1659	0
90198609	2092	764	1	1990	0
90202039	3409	3	0	1435	0
90205244	1418	7	0	3422	0
90205787	3376	30	0	1441	0
90207865	1727	10	0	3110	0
90209738	2324	8	0	2515	0
90221011	4076	250	1	520	0
90221128	2116	1702	1	1028	0
90221169	2384	4	0	2459	0
90221441	2603	816	1	1427	0
90223073	3799	381	2	665	0
90223400	2257	566	1	2023	0
90227649	2214	963	1	1669	0
90228519	2058	967	2	1820	0
90231448	2766	7	0	2074	0
90231709	4392	139	1	315	0
90232180	1966	1021	1	1859	0
90232447	1945	813	0	2089	0
90233068	2923	1171	2	751	0
90233163	2061	43	0	2743	0
90234257	3778	272	0	797	0
